"FinancialYear","LocationCode","Dataset","DatasetQF","NumberOfAdmissions","NumberOfDischarges","NumberOfStays","NumberOfPatients","NumberOfHospitalResidents","NumberOfHospitalResidentsQF"
"2000/01","B120H","SMR01"," ",180,180,170,160,"",":"
"2000/01","B120H","SMR04"," ",105,100,60,90,"20"," "
"2000/01","B120H","Total","d",280,280,230,245,"20"," "
"2000/01","B128H","SMR01"," ",0,0,0,0,"",":"
"2000/01","B128H","SMR04"," ",20,25,25,20,"15"," "
"2000/01","B128H","Total","d",20,25,25,20,"15"," "
"2000/01","B129H","SMR01"," ",0,0,0,0,"",":"
"2000/01","B129H","SMR04"," ",35,35,35,20,"20"," "
"2000/01","B129H","Total","d",35,35,35,20,"20"," "
"2000/01","B130H","SMR01"," ",0,0,0,0,"",":"
"2000/01","B130H","SMR04"," ",355,355,330,275,"20"," "
"2000/01","B130H","Total","d",355,355,330,275,"20"," "
"2000/01","C101H","SMR01"," ",0,0,0,0,"",":"
"2000/01","C101H","SMR04"," ",730,740,675,500,"135"," "
"2000/01","C101H","Total","d",730,740,675,500,"135"," "
"2000/01","C106H","SMR01"," ",90,95,95,70,"",":"
"2000/01","C106H","SMR04"," ",0,0,0,0,"0"," "
"2000/01","C106H","Total","d",90,95,95,70,"0"," "
"2000/01","C108H","SMR01"," ",65,65,65,45,"",":"
"2000/01","C108H","SMR04"," ",0,0,0,0,"0"," "
"2000/01","C108H","Total","d",65,65,65,45,"0"," "
"2000/01","C110H","SMR01"," ",35,35,35,30,"",":"
"2000/01","C110H","SMR04"," ",0,0,0,0,"0"," "
"2000/01","C110H","Total","d",35,35,35,30,"0"," "
"2000/01","C113H","SMR01"," ",40,40,35,30,"",":"
"2000/01","C113H","SMR04"," ",0,0,0,0,"0"," "
"2000/01","C113H","Total","d",40,40,35,30,"0"," "
"2000/01","C114H","SMR01"," ",0,5,5,5,"",":"
"2000/01","C114H","SMR04"," ",0,0,0,0,"0"," "
"2000/01","C114H","Total","d",0,5,5,5,"0"," "
"2000/01","C117J","SMR01"," ",5,5,5,5,"",":"
"2000/01","C117J","SMR04"," ",0,0,0,0,"0"," "
"2000/01","C117J","Total","d",5,5,5,5,"0"," "
"2000/01","C121H","SMR01"," ",155,155,150,120,"",":"
"2000/01","C121H","SMR04"," ",0,0,0,0,"0"," "
"2000/01","C121H","Total","d",155,155,150,120,"0"," "
"2000/01","C122H","SMR01"," ",75,75,75,55,"",":"
"2000/01","C122H","SMR04"," ",0,0,0,0,"0"," "
"2000/01","C122H","Total","d",75,75,75,55,"0"," "
"2000/01","C204H","SMR01"," ",5,5,5,5,"",":"
"2000/01","C204H","SMR04"," ",0,0,0,0,"0"," "
"2000/01","C204H","Total","d",5,5,5,5,"0"," "
"2000/01","C206H","SMR01"," ",120,120,115,100,"",":"
"2000/01","C206H","SMR04"," ",315,315,275,240,"50"," "
"2000/01","C206H","Total","d",435,435,390,335,"50"," "
"2000/01","C207H","SMR01"," ",0,0,0,0,"",":"
"2000/01","C207H","SMR04"," ",0,0,0,0,"0"," "
"2000/01","C207H","Total","d",0,0,0,0,"0"," "
"2000/01","C310H","SMR01"," ",15,25,25,25,"",":"
"2000/01","C310H","SMR04"," ",215,240,225,160,"110"," "
"2000/01","C310H","Total","d",230,265,250,185,"110"," "
"2000/01","C313H","SMR01"," ",260,255,255,210,"",":"
"2000/01","C313H","SMR04"," ",425,430,400,325,"40"," "
"2000/01","C313H","Total","d",685,680,650,525,"40"," "
"2000/01","C403H","SMR01"," ",0,0,0,0,"",":"
"2000/01","C403H","SMR04"," ",850,890,800,690,"285"," "
"2000/01","C403H","Total","d",850,890,800,690,"285"," "
"2000/01","C405H","SMR01"," ",0,0,0,0,"",":"
"2000/01","C405H","SMR04"," ",20,55,35,55,"45"," "
"2000/01","C405H","Total","d",20,55,35,55,"45"," "
"2000/01","C418H","SMR01"," ",325,315,300,275,"",":"
"2000/01","C418H","SMR04"," ",485,485,385,415,"70"," "
"2000/01","C418H","Total","d",815,800,685,670,"70"," "
"2000/01","C419H","SMR01"," ",0,0,0,0,"",":"
"2000/01","C419H","SMR04"," ",20,5,5,5,"15"," "
"2000/01","C419H","Total","d",20,5,5,5,"15"," "
"2000/01","C420H","SMR01"," ",0,0,0,0,"",":"
"2000/01","C420H","SMR04"," ",10,5,5,5,"5"," "
"2000/01","C420H","Total","d",10,5,5,5,"5"," "
"2000/01","D101H","SMR01"," ",0,0,0,0,"",":"
"2000/01","D101H","SMR04"," ",105,110,25,105,"230"," "
"2000/01","D101H","Total","d",105,110,25,105,"230"," "
"2000/01","D102H","SMR01"," ",0,0,0,0,"",":"
"2000/01","D102H","SMR04"," ",0,0,0,0,"0"," "
"2000/01","D102H","Total","d",0,0,0,0,"0"," "
"2000/01","F704H","SMR01"," ",215,210,165,145,"",":"
"2000/01","F704H","SMR04"," ",0,0,0,0,"0"," "
"2000/01","F704H","Total","d",215,210,165,145,"0"," "
"2000/01","F708H","SMR01"," ",5,5,5,5,"",":"
"2000/01","F708H","SMR04"," ",0,0,0,0,"0"," "
"2000/01","F708H","Total","d",5,5,5,5,"0"," "
"2000/01","F709H","SMR01"," ",5,5,5,5,"",":"
"2000/01","F709H","SMR04"," ",0,0,0,0,"0"," "
"2000/01","F709H","Total","d",5,5,5,5,"0"," "
"2000/01","F710H","SMR01"," ",0,0,0,0,"",":"
"2000/01","F710H","SMR04"," ",0,0,0,0,"0"," "
"2000/01","F710H","Total","d",0,0,0,0,"0"," "
"2000/01","F711H","SMR01"," ",0,0,0,0,"",":"
"2000/01","F711H","SMR04"," ",600,605,540,455,"85"," "
"2000/01","F711H","Total","d",600,605,540,455,"85"," "
"2000/01","F712H","SMR01"," ",0,0,0,0,"",":"
"2000/01","F712H","SMR04"," ",625,645,530,475,"240"," "
"2000/01","F712H","Total","d",625,645,530,475,"240"," "
"2000/01","F716H","SMR01"," ",5,5,5,5,"",":"
"2000/01","F716H","SMR04"," ",0,0,0,0,"0"," "
"2000/01","F716H","Total","d",5,5,5,5,"0"," "
"2000/01","F718V","SMR01"," ",0,0,0,0,"",":"
"2000/01","F718V","SMR04"," ",0,0,0,0,"0"," "
"2000/01","F718V","Total","d",0,0,0,0,"0"," "
"2000/01","F805H","SMR01"," ",135,135,120,110,"",":"
"2000/01","F805H","SMR04"," ",485,480,455,345,"95"," "
"2000/01","F805H","Total","d",620,615,575,455,"95"," "
"2000/01","F821V","SMR01"," ",0,0,0,0,"",":"
"2000/01","F821V","SMR04"," ",0,0,0,0,"5"," "
"2000/01","F821V","Total","d",0,0,0,0,"5"," "
"2000/01","G106H","SMR01"," ",5,5,5,5,"",":"
"2000/01","G106H","SMR04"," ",0,0,0,0,"0"," "
"2000/01","G106H","Total","d",5,5,5,5,"0"," "
"2000/01","G107H","SMR01"," ",415,415,375,330,"",":"
"2000/01","G107H","SMR04"," ",0,0,0,0,"0"," "
"2000/01","G107H","Total","d",415,415,375,330,"0"," "
"2000/01","G109H","SMR01"," ",35,35,35,35,"",":"
"2000/01","G109H","SMR04"," ",0,0,0,0,"0"," "
"2000/01","G109H","Total","d",35,35,35,35,"0"," "
"2000/01","G111H","SMR01"," ",0,0,0,0,"",":"
"2000/01","G111H","SMR04"," ",1000,990,880,725,"125"," "
"2000/01","G111H","Total","d",1000,990,880,725,"125"," "
"2000/01","G207H","SMR01"," ",265,260,215,195,"",":"
"2000/01","G207H","SMR04"," ",970,965,920,770,"200"," "
"2000/01","G207H","Total","d",1230,1225,1135,950,"200"," "
"2000/01","G302H","SMR01"," ",0,0,0,0,"",":"
"2000/01","G302H","SMR04"," ",1750,1755,1610,1340,"350"," "
"2000/01","G302H","Total","d",1750,1755,1610,1340,"350"," "
"2000/01","G306H","SMR01"," ",370,370,285,275,"",":"
"2000/01","G306H","SMR04"," ",0,0,0,0,"0"," "
"2000/01","G306H","Total","d",370,370,285,275,"0"," "
"2000/01","G307H","SMR01"," ",65,65,60,60,"",":"
"2000/01","G307H","SMR04"," ",0,0,0,0,"0"," "
"2000/01","G307H","Total","d",65,65,60,60,"0"," "
"2000/01","G315V","SMR01"," ",0,0,0,0,"",":"
"2000/01","G315V","SMR04"," ",20,20,15,20,"60"," "
"2000/01","G315V","Total","d",20,20,15,20,"60"," "
"2000/01","G317V","SMR01"," ",0,0,0,0,"",":"
"2000/01","G317V","SMR04"," ",10,15,15,15,"30"," "
"2000/01","G317V","Total","d",10,15,15,15,"30"," "
"2000/01","G401H","SMR01"," ",40,40,35,35,"",":"
"2000/01","G401H","SMR04"," ",0,0,0,0,"0"," "
"2000/01","G401H","Total","d",40,40,35,35,"0"," "
"2000/01","G405H","SMR01"," ",355,350,300,285,"",":"
"2000/01","G405H","SMR04"," ",0,0,0,0,"0"," "
"2000/01","G405H","Total","d",355,350,300,285,"0"," "
"2000/01","G420V","SMR01"," ",0,0,0,0,"",":"
"2000/01","G420V","SMR04"," ",5,5,0,5,"5"," "
"2000/01","G420V","Total","d",5,5,0,5,"5"," "
"2000/01","G424V","SMR01"," ",0,0,0,0,"",":"
"2000/01","G424V","SMR04"," ",15,10,10,10,"60"," "
"2000/01","G424V","Total","d",15,10,10,10,"60"," "
"2000/01","G505H","SMR01"," ",0,0,0,0,"",":"
"2000/01","G505H","SMR04"," ",1780,1795,1615,1255,"290"," "
"2000/01","G505H","Total","d",1780,1795,1615,1255,"290"," "
"2000/01","G513H","SMR01"," ",35,35,35,30,"",":"
"2000/01","G513H","SMR04"," ",20,15,15,15,"10"," "
"2000/01","G513H","Total","d",50,50,50,45,"10"," "
"2000/01","G516H","SMR01"," ",340,345,330,310,"",":"
"2000/01","G516H","SMR04"," ",0,0,0,0,"0"," "
"2000/01","G516H","Total","d",340,345,330,310,"0"," "
"2000/01","G531V","SMR01"," ",0,0,0,0,"",":"
"2000/01","G531V","SMR04"," ",0,0,0,0,"5"," "
"2000/01","G531V","Total","d",0,0,0,0,"5"," "
"2000/01","G535V","SMR01"," ",0,0,0,0,"",":"
"2000/01","G535V","SMR04"," ",5,5,5,5,"15"," "
"2000/01","G535V","Total","d",5,5,5,5,"15"," "
"2000/01","G536V","SMR01"," ",0,0,0,0,"",":"
"2000/01","G536V","SMR04"," ",0,5,5,5,"0"," "
"2000/01","G536V","Total","d",0,5,5,5,"0"," "
"2000/01","G538V","SMR01"," ",0,0,0,0,"",":"
"2000/01","G538V","SMR04"," ",15,15,15,10,"10"," "
"2000/01","G538V","Total","d",15,15,15,10,"10"," "
"2000/01","G541V","SMR01"," ",0,0,0,0,"",":"
"2000/01","G541V","SMR04"," ",10,10,10,10,"45"," "
"2000/01","G541V","Total","d",10,10,10,10,"45"," "
"2000/01","H101H","SMR01"," ",20,20,20,20,"",":"
"2000/01","H101H","SMR04"," ",0,0,0,0,"0"," "
"2000/01","H101H","Total","d",20,20,20,20,"0"," "
"2000/01","H103H","SMR01"," ",80,85,80,65,"",":"
"2000/01","H103H","SMR04"," ",0,0,0,0,"0"," "
"2000/01","H103H","Total","d",80,85,80,65,"0"," "
"2000/01","H104H","SMR01"," ",0,0,0,0,"",":"
"2000/01","H104H","SMR04"," ",55,50,50,20,"10"," "
"2000/01","H104H","Total","d",55,50,50,20,"10"," "
"2000/01","H106H","SMR01"," ",15,15,15,15,"",":"
"2000/01","H106H","SMR04"," ",0,0,0,0,"0"," "
"2000/01","H106H","Total","d",15,15,15,15,"0"," "
"2000/01","H108H","SMR01"," ",10,10,10,5,"",":"
"2000/01","H108H","SMR04"," ",70,70,70,20,"15"," "
"2000/01","H108H","Total","d",80,75,75,25,"15"," "
"2000/01","H201H","SMR01"," ",10,15,10,15,"",":"
"2000/01","H201H","SMR04"," ",0,0,0,0,"0"," "
"2000/01","H201H","Total","d",10,15,10,15,"0"," "
"2000/01","H202H","SMR01"," ",405,405,350,285,"",":"
"2000/01","H202H","SMR04"," ",5,5,5,5,"0"," "
"2000/01","H202H","Total","d",410,410,355,290,"0"," "
"2000/01","H205H","SMR01"," ",0,0,0,0,"",":"
"2000/01","H205H","SMR04"," ",310,430,305,395,"0"," "
"2000/01","H205H","Total","d",310,430,305,395,"0"," "
"2000/01","H208H","SMR01"," ",40,40,40,30,"",":"
"2000/01","H208H","SMR04"," ",0,0,0,0,"0"," "
"2000/01","H208H","Total","d",40,40,40,30,"0"," "
"2000/01","H210H","SMR01"," ",15,15,15,15,"",":"
"2000/01","H210H","SMR04"," ",0,0,0,0,"0"," "
"2000/01","H210H","Total","d",15,15,15,15,"0"," "
"2000/01","H211H","SMR01"," ",0,0,0,0,"",":"
"2000/01","H211H","SMR04"," ",115,115,115,15,"15"," "
"2000/01","H211H","Total","d",115,115,115,15,"15"," "
"2000/01","H212H","SMR01"," ",85,85,70,65,"",":"
"2000/01","H212H","SMR04"," ",0,0,0,0,"0"," "
"2000/01","H212H","Total","d",85,85,70,65,"0"," "
"2000/01","H214H","SMR01"," ",35,35,35,25,"",":"
"2000/01","H214H","SMR04"," ",0,0,0,0,"0"," "
"2000/01","H214H","Total","d",35,35,35,25,"0"," "
"2000/01","H215H","SMR01"," ",45,45,40,35,"",":"
"2000/01","H215H","SMR04"," ",0,0,0,0,"0"," "
"2000/01","H215H","Total","d",45,45,40,35,"0"," "
"2000/01","H216H","SMR01"," ",5,0,0,0,"",":"
"2000/01","H216H","SMR04"," ",0,0,0,0,"0"," "
"2000/01","H216H","Total","d",5,0,0,0,"0"," "
"2000/01","H217H","SMR01"," ",15,15,15,10,"",":"
"2000/01","H217H","SMR04"," ",0,0,0,0,"0"," "
"2000/01","H217H","Total","d",15,15,15,10,"0"," "
"2000/01","H219H","SMR01"," ",0,0,0,0,"",":"
"2000/01","H219H","SMR04"," ",55,55,55,30,"10"," "
"2000/01","H219H","Total","d",55,55,55,30,"10"," "
"2000/01","H220H","SMR01"," ",0,0,0,0,"",":"
"2000/01","H220H","SMR04"," ",30,75,35,70,"0"," "
"2000/01","H220H","Total","d",30,75,35,70,"0"," "
"2000/01","H223H","SMR01"," ",0,0,0,0,"",":"
"2000/01","H223H","SMR04"," ",975,800,790,670,"175"," "
"2000/01","H223H","Total","d",975,800,790,670,"175"," "
"2000/01","L101H","SMR01"," ",0,0,0,0,"",":"
"2000/01","L101H","SMR04"," ",120,125,115,65,"10"," "
"2000/01","L101H","Total","d",120,125,115,65,"10"," "
"2000/01","L103H","SMR01"," ",0,0,0,0,"",":"
"2000/01","L103H","SMR04"," ",40,60,30,55,"0"," "
"2000/01","L103H","Total","d",45,65,35,55,"0"," "
"2000/01","L104H","SMR01"," ",10,10,10,5,"",":"
"2000/01","L104H","SMR04"," ",0,0,0,0,"0"," "
"2000/01","L104H","Total","d",10,10,10,5,"0"," "
"2000/01","L106H","SMR01"," ",410,410,385,300,"",":"
"2000/01","L106H","SMR04"," ",740,710,610,500,"55"," "
"2000/01","L106H","Total","d",1150,1125,995,780,"55"," "
"2000/01","L112V","SMR01"," ",0,0,0,0,"",":"
"2000/01","L112V","SMR04"," ",15,10,10,10,"35"," "
"2000/01","L112V","Total","d",15,10,10,10,"35"," "
"2000/01","L201K","SMR01"," ",0,0,0,0,"",":"
"2000/01","L201K","SMR04"," ",0,0,0,0,"0"," "
"2000/01","L201K","Total","d",0,0,0,0,"0"," "
"2000/01","L203H","SMR01"," ",0,0,0,0,"",":"
"2000/01","L203H","SMR04"," ",20,30,25,30,"80"," "
"2000/01","L203H","Total","d",20,30,25,30,"80"," "
"2000/01","L204H","SMR01"," ",0,0,0,0,"",":"
"2000/01","L204H","SMR04"," ",860,865,750,675,"215"," "
"2000/01","L204H","Total","d",860,865,750,675,"215"," "
"2000/01","L206H","SMR01"," ",5,5,5,5,"",":"
"2000/01","L206H","SMR04"," ",0,0,0,0,"0"," "
"2000/01","L206H","Total","d",5,5,5,5,"0"," "
"2000/01","L207H","SMR01"," ",10,10,10,10,"",":"
"2000/01","L207H","SMR04"," ",0,0,0,0,"0"," "
"2000/01","L207H","Total","d",10,10,10,10,"0"," "
"2000/01","L208H","SMR01"," ",165,170,140,140,"",":"
"2000/01","L208H","SMR04"," ",115,110,85,105,"20"," "
"2000/01","L208H","Total","d",275,280,225,245,"20"," "
"2000/01","L209H","SMR01"," ",30,30,30,25,"",":"
"2000/01","L209H","SMR04"," ",0,0,0,0,"0"," "
"2000/01","L209H","Total","d",30,30,30,25,"0"," "
"2000/01","L211H","SMR01"," ",0,0,0,0,"",":"
"2000/01","L211H","SMR04"," ",5,5,5,5,"20"," "
"2000/01","L211H","Total","d",5,5,5,5,"20"," "
"2000/01","L213V","SMR01"," ",0,0,0,0,"",":"
"2000/01","L213V","SMR04"," ",25,30,25,30,"60"," "
"2000/01","L213V","Total","d",25,30,25,30,"60"," "
"2000/01","L218H","SMR01"," ",0,0,0,0,"",":"
"2000/01","L218H","SMR04"," ",100,120,105,70,"5"," "
"2000/01","L218H","Total","d",100,120,105,70,"5"," "
"2000/01","L302H","SMR01"," ",225,230,185,170,"",":"
"2000/01","L302H","SMR04"," ",655,655,600,510,"60"," "
"2000/01","L302H","Total","d",880,885,780,670,"60"," "
"2000/01","L304H","SMR01"," ",10,10,10,10,"",":"
"2000/01","L304H","SMR04"," ",0,0,0,0,"0"," "
"2000/01","L304H","Total","d",10,10,10,10,"0"," "
"2000/01","L305H","SMR01"," ",5,5,5,5,"",":"
"2000/01","L305H","SMR04"," ",235,215,205,140,"45"," "
"2000/01","L305H","Total","d",235,215,210,145,"45"," "
"2000/01","L306H","SMR01"," ",0,0,0,0,"",":"
"2000/01","L306H","SMR04"," ",15,10,10,10,"5"," "
"2000/01","L306H","Total","d",15,10,10,10,"5"," "
"2000/01","L307H","SMR01"," ",0,0,0,0,"",":"
"2000/01","L307H","SMR04"," ",25,25,20,20,"10"," "
"2000/01","L307H","Total","d",25,25,20,20,"10"," "
"2000/01","L308H","SMR01"," ",0,0,0,0,"",":"
"2000/01","L308H","SMR04"," ",0,0,0,0,"0"," "
"2000/01","L308H","Total","d",0,0,0,0,"0"," "
"2000/01","N101H","SMR01"," ",505,515,445,410,"",":"
"2000/01","N101H","SMR04"," ",0,0,0,0,"0"," "
"2000/01","N101H","Total","d",505,515,445,410,"0"," "
"2000/01","N102H","SMR01"," ",75,75,75,75,"",":"
"2000/01","N102H","SMR04"," ",0,0,0,0,"0"," "
"2000/01","N102H","Total","d",75,75,75,75,"0"," "
"2000/01","N103H","SMR01"," ",0,0,0,0,"",":"
"2000/01","N103H","SMR04"," ",0,15,5,15,"0"," "
"2000/01","N103H","Total","d",0,15,5,15,"0"," "
"2000/01","N121H","SMR01"," ",20,20,20,20,"",":"
"2000/01","N121H","SMR04"," ",0,0,0,0,"0"," "
"2000/01","N121H","Total","d",20,20,20,20,"0"," "
"2000/01","N151H","SMR01"," ",10,5,5,5,"",":"
"2000/01","N151H","SMR04"," ",0,0,0,0,"0"," "
"2000/01","N151H","Total","d",10,5,5,5,"0"," "
"2000/01","N181H","SMR01"," ",5,5,5,5,"",":"
"2000/01","N181H","SMR04"," ",25,25,25,20,"30"," "
"2000/01","N181H","Total","d",30,30,30,25,"30"," "
"2000/01","N182H","SMR01"," ",10,10,10,5,"",":"
"2000/01","N182H","SMR04"," ",0,0,0,0,"0"," "
"2000/01","N182H","Total","d",10,10,10,5,"0"," "
"2000/01","N198H","SMR01"," ",0,0,0,0,"",":"
"2000/01","N198H","SMR04"," ",1900,1920,1605,1285,"345"," "
"2000/01","N198H","Total","d",1900,1920,1605,1285,"345"," "
"2000/01","N331H","SMR01"," ",15,15,15,15,"",":"
"2000/01","N331H","SMR04"," ",35,35,35,35,"25"," "
"2000/01","N331H","Total","d",50,50,45,45,"25"," "
"2000/01","N332H","SMR01"," ",5,5,5,5,"",":"
"2000/01","N332H","SMR04"," ",0,0,0,0,"0"," "
"2000/01","N332H","Total","d",5,5,5,5,"0"," "
"2000/01","N333H","SMR01"," ",35,35,30,30,"",":"
"2000/01","N333H","SMR04"," ",0,0,0,0,"0"," "
"2000/01","N333H","Total","d",35,35,30,30,"0"," "
"2000/01","N334H","SMR01"," ",40,40,40,35,"",":"
"2000/01","N334H","SMR04"," ",0,0,0,0,"0"," "
"2000/01","N334H","Total","d",40,40,40,35,"0"," "
"2000/01","N335H","SMR01"," ",30,30,30,25,"",":"
"2000/01","N335H","SMR04"," ",30,30,30,20,"10"," "
"2000/01","N335H","Total","d",60,60,55,45,"10"," "
"2000/01","N336H","SMR01"," ",10,10,10,10,"",":"
"2000/01","N336H","SMR04"," ",0,0,0,0,"0"," "
"2000/01","N336H","Total","d",10,10,10,10,"0"," "
"2000/01","N337H","SMR01"," ",35,40,40,25,"",":"
"2000/01","N337H","SMR04"," ",5,10,10,5,"10"," "
"2000/01","N337H","Total","d",45,45,45,30,"10"," "
"2000/01","N351H","SMR01"," ",0,0,0,0,"",":"
"2000/01","N351H","SMR04"," ",20,20,20,20,"25"," "
"2000/01","N351H","Total","d",20,20,20,20,"25"," "
"2000/01","N352H","SMR01"," ",0,0,0,0,"",":"
"2000/01","N352H","SMR04"," ",10,5,5,5,"30"," "
"2000/01","N352H","Total","d",10,5,5,5,"30"," "
"2000/01","N353H","SMR01"," ",5,5,5,5,"",":"
"2000/01","N353H","SMR04"," ",0,0,0,0,"0"," "
"2000/01","N353H","Total","d",5,5,5,5,"0"," "
"2000/01","N406V","SMR01"," ",0,0,0,0,"",":"
"2000/01","N406V","SMR04"," ",45,45,45,40,"25"," "
"2000/01","N406V","Total","d",45,45,45,40,"25"," "
"2000/01","N411H","SMR01"," ",100,100,95,80,"",":"
"2000/01","N411H","SMR04"," ",0,0,0,0,"0"," "
"2000/01","N411H","Total","d",100,100,95,80,"0"," "
"2000/01","N431H","SMR01"," ",10,10,5,10,"",":"
"2000/01","N431H","SMR04"," ",65,70,70,35,"20"," "
"2000/01","N431H","Total","d",70,80,75,40,"20"," "
"2000/01","N432H","SMR01"," ",5,5,5,5,"",":"
"2000/01","N432H","SMR04"," ",0,0,0,0,"0"," "
"2000/01","N432H","Total","d",5,5,5,5,"0"," "
"2000/01","N433H","SMR01"," ",30,30,30,25,"",":"
"2000/01","N433H","SMR04"," ",0,0,0,0,"0"," "
"2000/01","N433H","Total","d",30,30,30,25,"0"," "
"2000/01","N434H","SMR01"," ",30,25,25,25,"",":"
"2000/01","N434H","SMR04"," ",0,0,0,0,"0"," "
"2000/01","N434H","Total","d",30,25,25,25,"0"," "
"2000/01","N451H","SMR01"," ",10,5,5,5,"",":"
"2000/01","N451H","SMR04"," ",0,0,0,0,"0"," "
"2000/01","N451H","Total","d",10,5,5,5,"0"," "
"2000/01","N453H","SMR01"," ",10,15,10,10,"",":"
"2000/01","N453H","SMR04"," ",30,30,25,25,"5"," "
"2000/01","N453H","Total","d",40,45,35,40,"5"," "
"2000/01","N492H","SMR01"," ",0,0,0,0,"",":"
"2000/01","N492H","SMR04"," ",50,50,10,15,"10"," "
"2000/01","N492H","Total","d",50,50,10,15,"10"," "
"2000/01","N494H","SMR01"," ",10,10,10,5,"",":"
"2000/01","N494H","SMR04"," ",40,40,40,15,"10"," "
"2000/01","N494H","Total","d",50,50,50,20,"10"," "
"2000/01","N495H","SMR01"," ",0,0,0,0,"",":"
"2000/01","N495H","SMR04"," ",365,370,330,270,"25"," "
"2000/01","N495H","Total","d",365,370,330,270,"25"," "
"2000/01","N496H","SMR01"," ",0,0,0,0,"",":"
"2000/01","N496H","SMR04"," ",45,40,5,5,"5"," "
"2000/01","N496H","Total","d",45,40,5,5,"5"," "
"2000/01","N498V","SMR01"," ",0,0,0,0,"",":"
"2000/01","N498V","SMR04"," ",0,0,0,0,"0"," "
"2000/01","N498V","Total","d",0,0,0,0,"0"," "
"2000/01","R101H","SMR01"," ",75,75,70,60,"",":"
"2000/01","R101H","SMR04"," ",0,0,0,0,"0"," "
"2000/01","R101H","Total","d",75,75,70,60,"0"," "
"2000/01","S102H","SMR01"," ",5,5,5,5,"",":"
"2000/01","S102H","SMR04"," ",0,5,5,5,"5"," "
"2000/01","S102H","Total","d",5,10,10,10,"5"," "
"2000/01","S107H","SMR01"," ",0,0,0,0,"",":"
"2000/01","S107H","SMR04"," ",60,65,65,45,"15"," "
"2000/01","S107H","Total","d",60,65,65,45,"15"," "
"2000/01","S107V","SMR01"," ",0,0,0,0,"",":"
"2000/01","S107V","SMR04"," ",0,0,0,0,"0"," "
"2000/01","S107V","Total","d",0,0,0,0,"0"," "
"2000/01","S109H","SMR01"," ",0,0,0,0,"",":"
"2000/01","S109H","SMR04"," ",460,455,390,325,"55"," "
"2000/01","S109H","Total","d",460,455,390,325,"55"," "
"2000/01","S113H","SMR01"," ",5,5,5,5,"",":"
"2000/01","S113H","SMR04"," ",0,0,0,0,"0"," "
"2000/01","S113H","Total","d",5,5,5,5,"0"," "
"2000/01","S114H","SMR01"," ",85,90,90,85,"",":"
"2000/01","S114H","SMR04"," ",280,295,285,170,"25"," "
"2000/01","S114H","Total","d",370,385,370,245,"25"," "
"2000/01","S116H","SMR01"," ",295,295,255,230,"",":"
"2000/01","S116H","SMR04"," ",0,0,0,0,"0"," "
"2000/01","S116H","Total","d",295,295,255,230,"0"," "
"2000/01","S121K","SMR01"," ",0,0,0,0,"",":"
"2000/01","S121K","SMR04"," ",0,0,0,0,"0"," "
"2000/01","S121K","Total","d",0,0,0,0,"0"," "
"2000/01","S122V","SMR01"," ",0,0,0,0,"",":"
"2000/01","S122V","SMR04"," ",0,0,0,0,"0"," "
"2000/01","S122V","Total","d",0,0,0,0,"0"," "
"2000/01","S146V","SMR01"," ",0,0,0,0,"",":"
"2000/01","S146V","SMR04"," ",0,0,0,0,"0"," "
"2000/01","S146V","Total","d",0,0,0,0,"0"," "
"2000/01","S148V","SMR01"," ",0,0,0,0,"",":"
"2000/01","S148V","SMR04"," ",0,0,0,0,"0"," "
"2000/01","S148V","Total","d",0,0,0,0,"0"," "
"2000/01","S153V","SMR01"," ",0,0,0,0,"",":"
"2000/01","S153V","SMR04"," ",0,0,0,0,"10"," "
"2000/01","S153V","Total","d",0,0,0,0,"10"," "
"2000/01","S204H","SMR01"," ",5,5,5,5,"",":"
"2000/01","S204H","SMR04"," ",0,0,0,0,"0"," "
"2000/01","S204H","Total","d",5,5,5,5,"0"," "
"2000/01","S209H","SMR01"," ",30,25,15,20,"",":"
"2000/01","S209H","SMR04"," ",0,0,0,0,"0"," "
"2000/01","S209H","Total","d",30,25,15,20,"0"," "
"2000/01","S214H","SMR01"," ",0,0,0,0,"",":"
"2000/01","S214H","SMR04"," ",455,460,420,340,"75"," "
"2000/01","S214H","Total","d",455,460,420,340,"75"," "
"2000/01","S217H","SMR01"," ",0,0,0,0,"",":"
"2000/01","S217H","SMR04"," ",2420,2405,2295,1730,"475"," "
"2000/01","S217H","Total","d",2420,2405,2295,1730,"475"," "
"2000/01","S225H","SMR01"," ",100,100,90,85,"",":"
"2000/01","S225H","SMR04"," ",0,0,0,0,"0"," "
"2000/01","S225H","Total","d",100,100,90,85,"0"," "
"2000/01","S226H","SMR01"," ",345,350,275,255,"",":"
"2000/01","S226H","SMR04"," ",0,0,0,0,"0"," "
"2000/01","S226H","Total","d",345,350,275,255,"0"," "
"2000/01","S302H","SMR01"," ",0,0,0,0,"",":"
"2000/01","S302H","SMR04"," ",110,200,80,150,"60"," "
"2000/01","S302H","Total","d",110,200,80,150,"60"," "
"2000/01","S306H","SMR01"," ",0,0,0,0,"",":"
"2000/01","S306H","SMR04"," ",50,15,15,10,"35"," "
"2000/01","S306H","Total","d",50,15,15,10,"35"," "
"2000/01","S308H","SMR01"," ",250,250,230,210,"",":"
"2000/01","S308H","SMR04"," ",1070,1045,805,640,"120"," "
"2000/01","S308H","Total","d",1325,1295,1035,820,"120"," "
"2000/01","S310H","SMR01"," ",0,0,0,0,"",":"
