"FinancialYear","CA","Dataset","DatasetQF","DischargesRate","PatientsRate"
"2019/20","S12000010","Total","d",737.7,373.52
"2019/20","S12000011","SMR01"," ",403.01,151.78
"2019/20","S12000011","SMR04"," ",266.93,157.02
"2019/20","S12000011","Total","d",669.95,298.34
"2019/20","S12000014","SMR01"," ",720.99,254.83
"2019/20","S12000014","SMR04"," ",478.59,276.59
"2019/20","S12000014","Total","d",1199.58,494.13
"2019/20","S12000047","SMR01"," ",559.5,290.46
"2019/20","S12000047","SMR04"," ",444.38,246.29
"2019/20","S12000047","Total","d",1003.88,513.99
"2019/20","S12000049","SMR01"," ",914.52,319.84
"2019/20","S12000049","SMR04"," ",516.49,323.79
"2019/20","S12000049","Total","d",1431.01,615.21
"2019/20","S12000017","SMR01"," ",432.51,224.74
"2019/20","S12000017","SMR04"," ",320.15,228.98
"2019/20","S12000017","Total","d",752.66,436.76
"2019/20","S12000018","SMR01"," ",668.38,289.2
"2019/20","S12000018","SMR04"," ",694.09,456.3
"2019/20","S12000018","Total","d",1362.47,713.37
"2019/20","S12000019","SMR01"," ",443.43,194.68
"2019/20","S12000019","SMR04"," ",356.91,221.72
"2019/20","S12000019","Total","d",805.75,405.58
"2019/20","S12000020","SMR01"," ",328.74,182.63
"2019/20","S12000020","SMR04"," ",287,198.29
"2019/20","S12000020","Total","d",615.74,365.27
"2019/20","S12000013","SMR01"," ",523.95,355.54
"2019/20","S12000013","SMR04"," ",243.26,168.41
"2019/20","S12000013","Total","d",767.22,486.53
"2019/20","S12000021","SMR01"," ",452.72,233.78
"2019/20","S12000021","SMR04"," ",322.84,237.49
"2019/20","S12000021","Total","d",775.57,445.3
"2019/20","S12000050","SMR01"," ",764.57,285.61
"2019/20","S12000050","SMR04"," ",297.33,207.99
"2019/20","S12000050","Total","d",1061.9,478.95
"2019/20","S12000023","SMR01"," ",291.87,202.07
"2019/20","S12000023","SMR04"," ",179.61,134.71
"2019/20","S12000023","Total","d",471.49,291.87
"2019/20","S12000048","SMR01"," ",493.58,230.34
"2019/20","S12000048","SMR04"," ",424.48,276.41
"2019/20","S12000048","Total","d",914.77,480.42
"2019/20","S12000038","SMR01"," ",561.14,256.84
"2019/20","S12000038","SMR04"," ",597.43,323.84
"2019/20","S12000038","Total","d",1158.57,561.14
"2019/20","S12000026","SMR01"," ",454.51,203.45
"2019/20","S12000026","SMR04"," ",441.52,281.36
"2019/20","S12000026","Total","d",896.03,467.49
"2019/20","S12000027","SMR01"," ",414.49,305.41
"2019/20","S12000027","SMR04"," ",87.26,65.45
"2019/20","S12000027","Total","d",501.75,349.04
"2019/20","S12000028","SMR01"," ",457.33,222.01
"2019/20","S12000028","SMR04"," ",288.61,217.57
"2019/20","S12000028","Total","d",750.38,426.25
"2019/20","S12000029","SMR01"," ",701.96,271.43
"2019/20","S12000029","SMR04"," ",322.9,223.07
"2019/20","S12000029","Total","d",1024.87,469.53
"2019/20","S12000030","SMR01"," ",562.57,201.68
"2019/20","S12000030","SMR04"," ",360.9,201.68
"2019/20","S12000030","Total","d",923.47,382.13
"2019/20","S12000039","SMR01"," ",1017.65,309.23
"2019/20","S12000039","SMR04"," ",399.19,275.5
"2019/20","S12000039","Total","d",1411.22,556.62
"2019/20","S12000040","SMR01"," ",330.42,202.08
"2019/20","S12000040","SMR04"," ",417.8,267.61
"2019/20","S12000040","Total","d",750.96,453.3
"2020/21","S12000033","SMR01"," ",331.79,213.92
"2020/21","S12000033","SMR04"," ",366.72,220.47
"2020/21","S12000033","Total","d",698.51,421.29
"2020/21","S12000034","SMR01"," ",180.23,118.87
"2020/21","S12000034","SMR04"," ",255,149.55
"2020/21","S12000034","Total","d",433.32,258.84
"2020/21","S12000041","SMR01"," ",254.71,151.1
"2020/21","S12000041","SMR04"," ",362.63,241.75
"2020/21","S12000041","Total","d",617.34,379.9
"2020/21","S12000035","SMR01"," ",427.25,251.67
"2020/21","S12000035","SMR04"," ",210.7,169.73
"2020/21","S12000035","Total","d",637.95,397.99
"2020/21","S12000036","SMR01"," ",467.19,200.9
"2020/21","S12000036","SMR04"," ",362,227.44
"2020/21","S12000036","Total","d",829.2,410.33
"2020/21","S12000005","SMR01"," ",662.9,224.22
"2020/21","S12000005","SMR04"," ",516.67,282.71
"2020/21","S12000005","Total","d",1179.57,467.93
"2020/21","S12000006","SMR01"," ",451.82,178.7
"2020/21","S12000006","SMR04"," ",441.7,252.88
"2020/21","S12000006","Total","d",893.52,404.61
"2020/21","S12000042","SMR01"," ",433.41,258.7
"2020/21","S12000042","SMR04"," ",500.6,349.42
"2020/21","S12000042","Total","d",934.01,571.16
"2020/21","S12000008","SMR01"," ",349.51,180.92
"2020/21","S12000008","SMR04"," ",238.49,164.47
"2020/21","S12000008","Total","d",587.99,333.06
"2020/21","S12000045","SMR01"," ",501.15,174.71
"2020/21","S12000045","SMR04"," ",303.45,188.51
"2020/21","S12000045","Total","d",804.6,354.02
"2020/21","S12000010","SMR01"," ",417.05,171.46
"2020/21","S12000010","SMR04"," ",342.91,222.43
"2020/21","S12000010","Total","d",759.96,375.35
"2020/21","S12000011","SMR01"," ",437.23,145.74
"2020/21","S12000011","SMR04"," ",260.25,150.95
"2020/21","S12000011","Total","d",697.48,281.07
"2020/21","S12000014","SMR01"," ",856.38,242.9
"2020/21","S12000014","SMR04"," ",417.29,205.53
"2020/21","S12000014","Total","d",1273.67,426.63
"2020/21","S12000047","SMR01"," ",505.17,255.26
"2020/21","S12000047","SMR04"," ",310.05,180.42
"2020/21","S12000047","Total","d",815.22,418.3
"2020/21","S12000049","SMR01"," ",914.83,293.41
"2020/21","S12000049","SMR04"," ",506.58,285.54
"2020/21","S12000049","Total","d",1420.62,555.35
"2020/21","S12000017","SMR01"," ",460.86,206.01
"2020/21","S12000017","SMR04"," ",254.85,178.4
"2020/21","S12000017","Total","d",717.84,363.17
"2020/21","S12000018","SMR01"," ",674.8,285.49
"2020/21","S12000018","SMR04"," ",447.7,311.45
"2020/21","S12000018","Total","d",1122.5,570.98
"2020/21","S12000019","SMR01"," ",509.93,220.08
"2020/21","S12000019","SMR04"," ",279.12,171.77
"2020/21","S12000019","Total","d",789.05,375.74
"2020/21","S12000020","SMR01"," ",323.9,188.07
"2020/21","S12000020","SMR04"," ",250.76,177.62
"2020/21","S12000020","Total","d",569.43,350.02
"2020/21","S12000013","SMR01"," ",339.62,226.42
"2020/21","S12000013","SMR04"," ",283.02,188.68
"2020/21","S12000013","Total","d",622.64,377.36
"2020/21","S12000021","SMR01"," ",376.16,204.84
"2020/21","S12000021","SMR04"," ",305.4,242.09
"2020/21","S12000021","Total","d",681.56,432.03
"2020/21","S12000050","SMR01"," ",624.38,255.03
"2020/21","S12000050","SMR04"," ",259.42,178.81
"2020/21","S12000050","Total","d",883.8,420.65
"2020/21","S12000023","SMR01"," ",267.86,178.57
"2020/21","S12000023","SMR04"," ",89.29,66.96
"2020/21","S12000023","Total","d",334.82,223.21
"2020/21","S12000048","SMR01"," ",477.26,227.11
"2020/21","S12000048","SMR04"," ",404.84,279.77
"2020/21","S12000048","Total","d",882.1,467.38
"2020/21","S12000038","SMR01"," ",624.34,250.85
"2020/21","S12000038","SMR04"," ",585.32,284.3
"2020/21","S12000038","Total","d",1206.87,512.85
"2020/21","S12000026","SMR01"," ",433.88,190.91
"2020/21","S12000026","SMR04"," ",416.52,242.97
"2020/21","S12000026","Total","d",850.4,416.52
"2020/21","S12000027","SMR01"," ",327.94,240.49
"2020/21","S12000027","SMR04"," ",87.45,87.45
"2020/21","S12000027","Total","d",415.39,284.22
"2020/21","S12000028","SMR01"," ",468.16,267.52
"2020/21","S12000028","SMR04"," ",231.85,191.72
"2020/21","S12000028","Total","d",700.02,436.95
"2020/21","S12000029","SMR01"," ",673.27,240.01
"2020/21","S12000029","SMR04"," ",254.04,169.88
"2020/21","S12000029","Total","d",928.87,395.86
"2020/21","S12000030","SMR01"," ",547.41,186.01
"2020/21","S12000030","SMR04"," ",430.48,207.27
"2020/21","S12000030","Total","d",972.58,372.02
"2020/21","S12000039","SMR01"," ",1024.45,299.98
"2020/21","S12000039","SMR04"," ",413.18,277.34
"2020/21","S12000039","Total","d",1437.63,537.7
"2020/21","S12000040","SMR01"," ",489.61,223.04
"2020/21","S12000040","SMR04"," ",448.81,277.45
"2020/21","S12000040","Total","d",938.42,476.01
"2021/22","S12000033","SMR01"," ",336.37,215.45
"2021/22","S12000033","SMR04"," ",309.99,204.46
"2021/22","S12000033","Total","d",648.55,408.92
"2021/22","S12000034","SMR01"," ",209.37,148.46
"2021/22","S12000034","SMR04"," ",230.31,150.37
"2021/22","S12000034","Total","d",439.68,289.31
"2021/22","S12000041","SMR01"," ",297.11,172.24
"2021/22","S12000041","SMR04"," ",417.67,297.11
"2021/22","S12000041","Total","d",714.78,452.12
"2021/22","S12000035","SMR01"," ",469.73,266.76
"2021/22","S12000035","SMR04"," ",202.97,150.78
"2021/22","S12000035","Total","d",672.7,382.74
"2021/22","S12000036","SMR01"," ",516.65,201.34
"2021/22","S12000036","SMR04"," ",372.29,233.63
"2021/22","S12000036","Total","d",887.99,416.93
"2021/22","S12000005","SMR01"," ",727.59,223.13
"2021/22","S12000005","SMR04"," ",388.05,252.23
"2021/22","S12000005","Total","d",1125.34,446.26
"2021/22","S12000006","SMR01"," ",379.73,147.86
"2021/22","S12000006","SMR04"," ",470.46,255.39
"2021/22","S12000006","Total","d",850.19,379.73
"2021/22","S12000042","SMR01"," ",507.72,304.63
"2021/22","S12000042","SMR04"," ",443.41,328.32
"2021/22","S12000042","Total","d",951.12,602.49
"2021/22","S12000008","SMR01"," ",344.21,188.49
"2021/22","S12000008","SMR04"," ",217.18,172.1
"2021/22","S12000008","Total","d",561.38,348.3
"2021/22","S12000045","SMR01"," ",596.88,192.84
"2021/22","S12000045","SMR04"," ",234.16,165.29
"2021/22","S12000045","Total","d",831.04,339.76
"2021/22","S12000010","SMR01"," ",506.48,177.95
"2021/22","S12000010","SMR04"," ",410.66,219.02
"2021/22","S12000010","Total","d",917.14,378.72
"2021/22","S12000011","SMR01"," ",559.12,165.67
"2021/22","S12000011","SMR04"," ",196.73,124.25
"2021/22","S12000011","Total","d",755.85,284.74
"2021/22","S12000014","SMR01"," ",762.29,227.13
"2021/22","S12000014","SMR04"," ",398.26,224.02
"2021/22","S12000014","Total","d",1160.55,429.37
"2021/22","S12000047","SMR01"," ",591.09,297.55
"2021/22","S12000047","SMR04"," ",354.92,220.16
"2021/22","S12000047","Total","d",946.01,497.69
"2021/22","S12000049","SMR01"," ",925.01,300.73
"2021/22","S12000049","SMR04"," ",455.02,278.68
"2021/22","S12000049","Total","d",1380.03,555
"2021/22","S12000017","SMR01"," ",453.67,205.83
"2021/22","S12000017","SMR04"," ",199.53,147.02
"2021/22","S12000017","Total","d",655.3,331.85
"2021/22","S12000018","SMR01"," ",697.52,286.83
"2021/22","S12000018","SMR04"," ",449.8,306.39
"2021/22","S12000018","Total","d",1147.33,560.63
"2021/22","S12000019","SMR01"," ",512.25,179.55
"2021/22","S12000019","SMR04"," ",237.64,158.43
"2021/22","S12000019","Total","d",749.89,322.14
"2021/22","S12000020","SMR01"," ",347.47,202.26
"2021/22","S12000020","SMR04"," ",248.94,186.7
"2021/22","S12000020","Total","d",596.41,368.22
"2021/22","S12000013","SMR01"," ",431.68,225.23
"2021/22","S12000013","SMR04"," ",300.3,225.23
"2021/22","S12000013","Total","d",713.21,431.68
"2021/22","S12000021","SMR01"," ",361.35,201.16
"2021/22","S12000021","SMR04"," ",301.74,234.69
"2021/22","S12000021","Total","d",663.09,413.5
"2021/22","S12000050","SMR01"," ",673.7,259.23
"2021/22","S12000050","SMR04"," ",265.08,183.07
"2021/22","S12000050","Total","d",940.25,424.72
"2021/22","S12000023","SMR01"," ",221.83,199.65
"2021/22","S12000023","SMR04"," ",133.1,110.91
"2021/22","S12000023","Total","d",354.92,266.19
"2021/22","S12000048","SMR01"," ",448.61,221.05
"2021/22","S12000048","SMR04"," ",403.09,286.07
"2021/22","S12000048","Total","d",851.7,481.11
"2021/22","S12000038","SMR01"," ",694.68,252.86
"2021/22","S12000038","SMR04"," ",500.17,250.08
"2021/22","S12000038","Total","d",1194.84,477.94
"2021/22","S12000026","SMR01"," ",331.84,150.84
"2021/22","S12000026","SMR04"," ",379.24,232.72
"2021/22","S12000026","Total","d",711.08,370.63
"2021/22","S12000027","SMR01"," ",348.74,283.35
"2021/22","S12000027","SMR04"," ",108.98,87.18
"2021/22","S12000027","Total","d",435.92,348.74
"2021/22","S12000028","SMR01"," ",409.07,222.32
"2021/22","S12000028","SMR04"," ",191.2,160.07
"2021/22","S12000028","Total","d",600.27,364.61
"2021/22","S12000029","SMR01"," ",691.19,249.51
"2021/22","S12000029","SMR04"," ",260.36,179.77
"2021/22","S12000029","Total","d",951.55,410.69
"2021/22","S12000030","SMR01"," ",534.93,176.53
"2021/22","S12000030","SMR04"," ",374.45,208.62
"2021/22","S12000030","Total","d",909.38,369.1
"2021/22","S12000039","SMR01"," ",1053.65,307.55
"2021/22","S12000039","SMR04"," ",387.29,244.9
"2021/22","S12000039","Total","d",1435.24,523.98
"2021/22","S12000040","SMR01"," ",439.16,210.15
"2021/22","S12000040","SMR04"," ",369.11,239.79
"2021/22","S12000040","Total","d",808.28,428.39
"2022/23","S12000033","SMR01"," ",301.19,202.26
"2022/23","S12000033","SMR04"," ",312.18,204.46
"2022/23","S12000033","Total","d",613.38,397.92
"2022/23","S12000034","SMR01"," ",182.72,129.43
"2022/23","S12000034","SMR04"," ",220.79,142.75
"2022/23","S12000034","Total","d",403.52,262.67
"2022/23","S12000041","SMR01"," ",327.25,198.07
"2022/23","S12000041","SMR04"," ",327.25,249.74
"2022/23","S12000041","Total","d",650.19,430.59
"2022/23","S12000035","SMR01"," ",516.12,272.56
"2022/23","S12000035","SMR04"," ",162.38,127.58
"2022/23","S12000035","Total","d",678.5,382.74
"2022/23","S12000036","SMR01"," ",484.36,170.95
"2022/23","S12000036","SMR04"," ",395.08,245.03
"2022/23","S12000036","Total","d",879.44,399.83
"2022/23","S12000005","SMR01"," ",756.69,203.73
"2022/23","S12000005","SMR04"," ",291.04,223.13
"2022/23","S12000005","Total","d",1038.03,417.15
"2022/23","S12000006","SMR01"," ",416.69,147.86
"2022/23","S12000006","SMR04"," ",446.94,258.75
"2022/23","S12000006","Total","d",863.63,383.09
"2022/23","S12000042","SMR01"," ",500.95,301.25
"2022/23","S12000042","SMR04"," ",406.17,321.55
"2022/23","S12000042","Total","d",907.12,588.95
"2022/23","S12000008","SMR01"," ",303.23,168.01
"2022/23","S12000008","SMR04"," ",213.08,163.91
"2022/23","S12000008","Total","d",516.31,319.62
"2022/23","S12000045","SMR01"," ",528.01,169.88
"2022/23","S12000045","SMR04"," ",270.89,156.11
"2022/23","S12000045","Total","d",798.9,312.21
"2022/23","S12000010","SMR01"," ",497.35,182.52
"2022/23","S12000010","SMR04"," ",360.47,223.58
"2022/23","S12000010","Total","d",857.82,387.84
"2022/23","S12000011","SMR01"," ",491.82,134.6
"2022/23","S12000011","SMR04"," ",191.55,124.25
"2022/23","S12000011","Total","d",683.37,253.68
"2022/23","S12000014","SMR01"," ",880.52,230.24
"2022/23","S12000014","SMR04"," ",348.48,227.13
"2022/23","S12000014","Total","d",1229,441.82
"2022/23","S12000047","SMR01"," ",635.12,312.22
"2022/23","S12000047","SMR04"," ",360.26,218.82
"2022/23","S12000047","Total","d",995.38,501.69
"2022/23","S12000049","SMR01"," ",826.6,253.49
"2022/23","S12000049","SMR04"," ",464.47,279.47
"2022/23","S12000049","Total","d",1291.07,510.13
"2022/23","S12000017","SMR01"," ",449.47,189.03
"2022/23","S12000017","SMR04"," ",212.13,155.42
"2022/23","S12000017","Total","d",663.7,329.75
"2022/23","S12000018","SMR01"," ",547.59,247.72
"2022/23","S12000018","SMR04"," ",423.73,280.31
"2022/23","S12000018","Total","d",971.32,501.96
"2022/23","S12000019","SMR01"," ",470,174.27
"2022/23","S12000019","SMR04"," ",221.8,168.99
"2022/23","S12000019","Total","d",691.8,332.7
"2022/23","S12000020","SMR01"," ",259.31,145.21
"2022/23","S12000020","SMR04"," ",186.7,155.59
"2022/23","S12000020","Total","d",451.2,290.43
"2022/23","S12000013","SMR01"," ",375.38,243.99
"2022/23","S12000013","SMR04"," ",281.53,187.69
"2022/23","S12000013","Total","d",675.68,431.68
"2022/23","S12000021","SMR01"," ",361.35,201.16
"2022/23","S12000021","SMR04"," ",268.22,204.89
"2022/23","S12000021","Total","d",633.29,394.87
"2022/23","S12000050","SMR01"," ",685.41,235.79
"2022/23","S12000050","SMR04"," ",259.23,186
"2022/23","S12000050","Total","d",944.64,408.61
"2022/23","S12000023","SMR01"," ",266.19,221.83
"2022/23","S12000023","SMR04"," ",133.1,88.73
"2022/23","S12000023","Total","d",399.29,288.38
"2022/23","S12000048","SMR01"," ",458.36,214.55
"2022/23","S12000048","SMR04"," ",364.09,260.06
"2022/23","S12000048","Total","d",822.44,455.11
"2022/23","S12000038","SMR01"," ",736.36,219.52
"2022/23","S12000038","SMR04"," ",511.28,241.75
"2022/23","S12000038","Total","d",1247.64,450.15
"2022/23","S12000026","SMR01"," ",206.86,99.12
"2022/23","S12000026","SMR04"," ",370.63,228.41
"2022/23","S12000026","Total","d",577.49,323.22
"2022/23","S12000027","SMR01"," ",305.14,217.96
"2022/23","S12000027","SMR04"," ",108.98,87.18
"2022/23","S12000027","Total","d",414.12,261.55
"2022/23","S12000028","SMR01"," ",333.48,200.09
"2022/23","S12000028","SMR04"," ",204.54,168.96
"2022/23","S12000028","Total","d",538.02,351.27
"2022/23","S12000029","SMR01"," ",610.61,212.32
"2022/23","S12000029","SMR04"," ",280.51,187.52
"2022/23","S12000029","Total","d",891.11,385.89
"2022/23","S12000030","SMR01"," ",754.25,187.23
"2022/23","S12000030","SMR04"," ",326.31,213.97
"2022/23","S12000030","Total","d",1080.56,390.5
"2022/23","S12000039","SMR01"," ",842.92,233.51
"2022/23","S12000039","SMR04"," ",392.98,244.9
"2022/23","S12000039","Total","d",1241.6,461.33
"2022/23","S12000040","SMR01"," ",431.08,202.07
"2022/23","S12000040","SMR04"," ",293.67,207.46
"2022/23","S12000040","Total","d",724.75,393.36
